employee_code,period,basic_salary,fixed_allowances,shift_allowances,overtime_pay,bonus,gross_earnings,attendance_deduction,no_pay_deduction,loan_deduction,total_deductions,net_salary,status
EMP0038,2026-06,43400,11617,6636,1731.83,0,63384.83,730.29,3338.46,0,4068.75,59316.08,PAID
EMP0039,2026-06,40900,11925,5435,1194.56,0,59454.56,534.19,1573.08,0,2107.27,57347.29,PAID
EMP0040,2026-06,39600,9033,4887,1380.29,0,54900.29,571.15,10661.54,4099,15331.69,39568.6,PAID
EMP0041,2026-06,45900,9603,6952,2333.62,0,64788.62,1018.77,1765.38,0,2784.15,62004.47,PAID
EMP0042,2026-06,42300,12090,5650,106.77,0,60146.77,715.17,4880.77,6512,12107.94,48038.83,PAID
EMP0043,2026-06,45500,9627,6769,634.38,0,62530.38,193.23,0,0,193.23,62337.15,PAID
EMP0044,2026-06,41000,8862,6654,734.25,0,57250.25,703.04,1576.92,0,2279.96,54970.29,PAID
EMP0045,2026-06,39200,11542,4015,857.5,0,55614.5,131.92,6030.77,0,6162.69,49451.81,PAID
EMP0046,2026-06,41400,11204,6749,567.26,0,59920.26,119.42,0,0,119.42,59800.84,PAID
EMP0047,2026-06,29900,8899,6711,553.44,0,46063.44,570.21,2300,0,2870.21,43193.23,PAID
EMP0049,2026-06,185500,11345,0,0,0,196845,1991.75,14269.23,0,16260.98,180584.02,PAID
EMP0050,2026-06,86500,10545,5576,2755.11,0,105376.11,859.46,13307.69,0,14167.15,91208.96,PAID
EMP0051,2026-06,94900,9857,4441,3091.09,0,112289.09,1201.46,18250,0,19451.46,92837.63,PAID
EMP0052,2026-06,53000,10187,4912,1331.37,0,69430.37,658.25,2038.46,2190,4886.71,64543.66,PAID
EMP0054,2026-06,52200,10796,6426,784.25,0,70206.25,355.53,0,5195,5550.53,64655.72,PAID
EMP0055,2026-06,59100,10200,5233,1214.68,0,75747.68,615.63,6819.23,0,7434.86,68312.82,PAID
EMP0057,2026-06,52200,8925,5369,966.2,0,67460.2,531.2,0,0,531.2,66929,PAID
EMP0059,2026-06,57900,10338,5415,2073.82,0,75726.82,733.03,4453.85,0,5186.88,70539.94,PAID
EMP0060,2026-06,55100,11256,4237,2165.59,8796,81554.59,803.54,0,2487,3290.54,78264.05,PAID
EMP0061,2026-06,185200,9884,0,8236.06,0,203320.06,3220.22,7123.08,0,10343.3,192976.76,PAID
EMP0062,2026-06,93500,9799,5535,3742.25,0,112576.25,1498.4,10788.46,0,12286.86,100289.39,PAID
EMP0063,2026-06,111100,8523,6369,2497.08,8547,137036.08,1593.5,17092.31,0,18685.81,118350.27,PAID
EMP0064,2026-06,55300,9447,4782,1090.05,0,70619.05,376.64,2126.92,0,2503.56,68115.49,PAID
EMP0065,2026-06,67000,10653,5369,1344.83,5156,89522.83,515.38,5153.85,0,5669.23,83853.6,PAID
EMP0066,2026-06,53200,10841,4225,2174.04,0,70440.04,575.48,4092.31,0,4667.79,65772.25,PAID
EMP0067,2026-06,61100,11731,4567,2731.88,0,80129.88,97.92,0,0,97.92,80031.96,PAID
EMP0068,2026-06,52900,8486,4176,1773.93,0,67335.93,394.21,6103.85,4003,10501.06,56834.87,PAID
EMP0069,2026-06,65300,9728,4813,1185.13,0,81026.13,591.26,5023.08,0,5614.34,75411.79,PAID
EMP0070,2026-06,62900,11561,4837,3265.96,0,82563.96,493.93,2419.23,0,2913.16,79650.8,PAID
EMP0071,2026-06,189900,10432,0,9198.28,0,209530.28,3804.09,7303.85,0,11107.94,198422.34,PAID
EMP0072,2026-06,99500,9587,0,3755.17,0,112842.17,1650.36,0,0,1650.36,111191.81,PAID
EMP0073,2026-06,92600,8092,0,3884.3,0,104576.3,845.87,3561.54,0,4407.41,100168.89,PAID
EMP0075,2026-06,51100,9641,0,2217.2,0,62958.2,1007.26,1965.38,2807,5779.64,57178.56,PAID
EMP0076,2026-06,52100,12109,0,1722.06,0,65931.06,626.2,2003.85,0,2630.05,63301.01,PAID
EMP0077,2026-06,44100,12578,0,1213.81,0,57891.81,943.49,3392.31,5575,9910.8,47981.01,PAID
EMP0078,2026-06,49700,11676,0,2042.96,0,63418.96,346.47,0,0,346.47,63072.49,PAID
EMP0079,2026-06,53500,10917,0,475.84,0,64892.84,553,4115.38,0,4668.38,60224.46,PAID
EMP0080,2026-06,53200,9542,0,626.63,0,63368.63,690.58,2046.15,0,2736.73,60631.9,PAID
EMP0081,2026-06,48200,8944,0,556.15,0,57700.15,312.84,1853.85,0,2166.69,55533.46,PAID
EMP0082,2026-06,47300,9313,0,2097.8,0,58710.8,174.34,7276.92,0,7451.26,51259.54,PAID
EMP0083,2026-06,191100,12140,0,7418.91,0,210658.91,627.81,0,0,627.81,210031.1,PAID
EMP0084,2026-06,150200,10732,0,2671.83,0,163603.83,2033.96,34661.54,0,36695.5,126908.33,PAID
EMP0085,2026-06,72800,10173,0,2205,0,85178,950.83,5600,0,6550.83,78627.17,PAID
EMP0086,2026-06,77700,11569,0,933.89,0,90202.89,31.13,2988.46,0,3019.59,87183.3,PAID
EMP0087,2026-06,66000,10136,0,3046.15,0,79182.15,666.35,5076.92,2676,8419.27,70762.88,PAID
EMP0088,2026-06,72800,11112,0,2537.5,16581,103030.5,1691.67,2800,0,4491.67,98538.83,PAID
EMP0089,2026-06,76400,11099,0,1579.42,0,89078.42,691.76,2938.46,0,3630.22,85448.2,PAID
EMP0090,2026-06,78200,8899,0,3007.69,0,90106.69,958.7,9023.08,0,9981.78,80124.91,PAID
EMP0091,2026-06,234900,9652,0,4093.81,0,248645.81,2559.81,9034.62,0,11594.43,237051.38,PAID
EMP0092,2026-06,149500,12619,0,5031.25,0,167150.25,227.6,0,0,227.6,166922.65,PAID
EMP0093,2026-06,71400,10734,0,420.5,0,82554.5,778.08,5492.31,0,6270.39,76284.11,PAID
EMP0094,2026-06,68500,9755,0,2519.35,0,80774.35,812.34,5269.23,0,6081.57,74692.78,PAID
EMP0095,2026-06,74400,11085,0,1350.29,0,86835.29,494.81,2861.54,0,3356.35,83478.94,PAID
EMP0096,2026-06,74400,10665,0,2164.04,0,87229.04,1371.15,8584.62,0,9955.77,77273.27,PAID
EMP0097,2026-06,80000,9450,0,3019.23,0,92469.23,1307.69,0,0,1307.69,91161.54,PAID
EMP0098,2026-06,80000,10745,0,1384.62,5687,97816.62,0,0,0,0,97816.62,PAID
EMP0099,2026-06,73300,9974,0,1339.13,0,84613.13,781.16,2819.23,4616,8216.39,76396.74,PAID
EMP0100,2026-06,79700,10199,0,2596,0,92495,1385.81,3065.38,0,4451.19,88043.81,PAID
EMP0001,2026-07,423400,10900,0,13383.92,0,447683.92,5156.79,32569.23,6483,44209.02,403474.9,PAID
EMP0002,2026-07,189600,10682,0,1937.02,0,202219.02,4967.88,21876.92,0,26844.8,175374.22,PAID
EMP0003,2026-07,58700,9744,0,1735.6,5657,75836.6,1039.48,9030.77,0,10070.25,65766.35,PAID
EMP0004,2026-07,49300,9977,0,1256.2,0,60533.2,102.71,0,0,102.71,60430.49,PAID
EMP0005,2026-07,59300,11025,0,1596.54,8076,79997.54,1031.1,0,0,1031.1,78966.44,PAID
EMP0006,2026-07,51700,10445,0,273.41,0,62418.41,695.96,3976.92,0,4672.88,57745.53,PAID
EMP0007,2026-07,60900,10284,0,2613.14,0,73797.14,185.43,0,0,185.43,73611.71,PAID
EMP0008,2026-07,53500,12268,0,1408.23,0,67176.23,390.1,6173.08,0,6563.18,60613.05,PAID
EMP0009,2026-07,205600,9143,0,5930.77,0,220673.77,4184.49,7907.69,0,12092.18,208581.59,PAID
EMP0010,2026-07,95600,11113,5550,3688.41,0,115951.41,1210.32,3676.92,0,4887.24,111064.17,PAID
EMP0011,2026-07,99200,11912,4288,4960,0,120360,1454.62,3815.38,0,5270,115090,PAID
EMP0012,2026-07,108400,10129,6851,403.89,0,125783.89,1137.85,12507.69,0,13645.54,112138.35,PAID
EMP0013,2026-07,91000,9983,4681,1443.75,0,107107.75,1968.75,3500,0,5468.75,101639,PAID
EMP0014,2026-07,84800,8108,5009,5269.42,0,103186.42,740.64,9784.62,0,10525.26,92661.16,PAID
EMP0015,2026-07,77100,11346,6446,4262.74,0,99154.74,1031.71,5930.77,0,6962.48,92192.26,PAID
EMP0016,2026-07,76500,9501,4475,1747,0,92223,1875.72,5884.62,3568,11328.34,80894.66,PAID
EMP0017,2026-07,61700,10004,5495,1468.34,0,78667.34,1013.5,9492.31,0,10505.81,68161.53,PAID
EMP0018,2026-07,57200,10888,6832,969.38,0,75889.38,398.75,2200,0,2598.75,73290.63,PAID
EMP0019,2026-07,56400,11112,5731,671.11,0,73914.11,262.12,0,0,262.12,73651.99,PAID
EMP0020,2026-07,63500,11061,6277,190.81,0,81028.81,493.55,2442.31,0,2935.86,78092.95,PAID
EMP0021,2026-07,60100,9523,5442,1090.76,0,76155.76,1333.95,4623.08,5080,11037.03,65118.73,PAID
EMP0022,2026-07,56800,8989,5436,1952.5,0,73177.5,0,2184.62,0,2184.62,70992.88,PAID
EMP0023,2026-07,61100,9911,5035,2496.88,0,78542.88,631.56,9400,0,10031.56,68511.32,PAID
EMP0024,2026-07,57000,10379,6630,1692.19,0,75701.19,159.86,0,0,159.86,75541.33,PAID
EMP0025,2026-07,63600,10303,5915,1429.47,0,81247.47,759.33,2446.15,0,3205.48,78041.99,PAID
EMP0026,2026-07,51900,9369,6719,2557.57,0,70545.57,781.83,0,0,781.83,69763.74,PAID
EMP0027,2026-07,63500,9182,4734,2472.84,0,79888.84,717.43,0,0,717.43,79171.41,PAID
EMP0028,2026-07,59200,10369,4382,839.62,0,74790.62,754.23,4553.85,0,5308.08,69482.54,PAID
EMP0029,2026-07,63500,11261,4818,2434.68,0,82013.68,966.75,2442.31,0,3409.06,78604.62,PAID
EMP0030,2026-07,59500,12065,5131,765.2,0,77461.2,786.66,6865.38,0,7652.04,69809.16,PAID
EMP0031,2026-07,64900,10302,5382,3791.03,0,84375.03,525.23,0,0,525.23,83849.8,PAID
EMP0032,2026-07,64500,11090,4254,2527.28,6749,89120.28,837.26,2480.77,5926,9244.03,79876.25,PAID
EMP0033,2026-07,57000,11386,5878,774.16,0,75038.16,968.27,10961.54,0,11929.81,63108.35,PAID
EMP0034,2026-07,62600,11671,6009,1798.25,0,82078.25,1264.04,9630.77,0,10894.81,71183.44,PAID
EMP0035,2026-07,58400,10692,4829,3144.62,8080,85145.62,758.08,0,0,758.08,84387.54,PAID
EMP0036,2026-07,53600,11008,4633,2815.29,0,72056.29,996.41,8246.15,0,9242.56,62813.73,PAID
EMP0037,2026-07,40000,9439,5554,1754.81,0,56747.81,298.08,0,0,298.08,56449.73,PAID
EMP0038,2026-07,43400,10947,5651,1241.49,0,61239.49,281.68,5007.69,0,5289.37,55950.12,PAID
EMP0039,2026-07,40900,10649,4475,589.9,0,56613.9,625.95,1573.08,0,2199.03,54414.87,PAID
EMP0040,2026-07,39600,10063,6171,1346.97,0,57180.97,669.52,7615.38,0,8284.9,48896.07,PAID
EMP0041,2026-07,45900,8752,6968,2206.73,0,63826.73,522.26,0,0,522.26,63304.47,PAID
EMP0042,2026-07,42300,11237,4293,1072.75,0,58902.75,742.28,4880.77,0,5623.05,53279.7,PAID
EMP0043,2026-07,45500,10582,4897,771.09,0,61750.09,149.48,0,0,149.48,61600.61,PAID
EMP0044,2026-07,41000,10282,6403,1463.58,0,59148.58,611.06,1576.92,0,2187.98,56960.6,PAID
EMP0045,2026-07,39200,10814,5336,1257.98,15974,72581.98,508.85,1507.69,0,2016.54,70565.44,PAID
EMP0046,2026-07,41400,12189,5348,1691.83,0,60628.83,0,0,0,0,60628.83,PAID
EMP0047,2026-07,29900,11382,4904,1027.81,0,47213.81,352.19,2300,0,2652.19,44561.62,PAID
EMP0049,2026-07,185500,9425,0,1092.49,17085,213102.49,2021.47,14269.23,0,16290.7,196811.79,PAID
EMP0050,2026-07,86500,9587,4334,2983.83,0,103404.83,1171.35,9980.77,0,11152.12,92252.71,PAID
EMP0051,2026-07,94900,9707,4913,2338.28,19255,131113.28,1551.25,18250,0,19801.25,111312.03,PAID
EMP0052,2026-07,53000,9617,5988,1293.15,0,69898.15,738.94,0,0,738.94,69159.21,PAID
EMP0054,2026-07,52200,9090,6021,1599.88,0,68910.88,568.85,0,0,568.85,68342.03,PAID
EMP0055,2026-07,59100,12463,5556,887.92,0,78006.92,715.07,4546.15,0,5261.22,72745.7,PAID
EMP0056,2026-07,53200,9233,4707,2570.48,0,69710.48,733.21,4092.31,0,4825.52,64884.96,PAID
EMP0057,2026-07,52200,10195,4235,1832.02,0,68462.02,861.63,10038.46,7530,18430.09,50031.93,PAID
EMP0058,2026-07,58200,10574,5056,524.64,0,74354.64,172.55,0,0,172.55,74182.09,PAID
EMP0059,2026-07,57900,11372,6501,3055.06,0,78828.06,436.11,6680.77,0,7116.88,71711.18,PAID
EMP0060,2026-07,55100,9860,4551,1695.38,0,71206.38,468,6357.69,0,6825.69,64380.69,PAID
EMP0061,2026-07,185200,11204,0,4696.78,0,201100.78,1558.17,21369.23,0,22927.4,178173.38,PAID
EMP0062,2026-07,93500,11287,5611,1348.56,0,111746.56,1438.46,10788.46,0,12226.92,99519.64,PAID
EMP0063,2026-07,111100,10913,5633,2603.91,0,130249.91,908.03,8546.15,0,9454.18,120795.73,PAID
EMP0064,2026-07,55300,10160,4038,0,0,69498,88.62,0,0,88.62,69409.38,PAID
EMP0065,2026-07,67000,9195,5672,2150.12,0,84017.12,960.98,7730.77,6244,14935.75,69081.37,PAID
EMP0066,2026-07,53200,8583,4302,3011.68,0,69096.68,1295.9,8184.62,3215,12695.52,56401.16,PAID
EMP0067,2026-07,61100,12330,6507,1175,0,81112,460.21,0,0,460.21,80651.79,PAID
EMP0068,2026-07,52900,9724,6307,3846.69,0,72777.69,627.34,4069.23,0,4696.57,68081.12,PAID
EMP0069,2026-07,65300,9464,4088,604.34,0,79456.34,920.9,7534.62,0,8455.52,71000.82,PAID
EMP0070,2026-07,62900,12051,4095,2956,0,82002,695.53,4838.46,0,5533.99,76468.01,PAID
EMP0071,2026-07,189900,11162,0,6071.32,0,207133.32,2099.86,14607.69,5766,22473.55,184659.77,PAID
EMP0072,2026-07,99500,11186,0,1494.89,0,112180.89,1052.4,0,0,1052.4,111128.49,PAID
EMP0073,2026-07,92600,11539,0,1391.23,0,105530.23,1157.5,3561.54,0,4719.04,100811.19,PAID
EMP0074,2026-07,48200,9337,0,0,0,57537,251.04,9269.23,7480,17000.27,40536.73,PAID
EMP0075,2026-07,51100,11013,0,1099.39,0,63212.39,655.13,3930.77,4765,9350.9,53861.49,PAID
EMP0076,2026-07,52100,12648,0,2229.28,0,66977.28,709.7,2003.85,0,2713.55,64263.73,PAID
EMP0077,2026-07,44100,9465,0,487.64,0,54052.64,416.97,3392.31,0,3809.28,50243.36,PAID
EMP0078,2026-07,49700,9856,0,2222.16,0,61778.16,338.5,0,0,338.5,61439.66,PAID
EMP0079,2026-07,53500,11551,0,3099.4,0,68150.4,690.18,0,0,690.18,67460.22,PAID
EMP0080,2026-07,53200,10613,0,1355.58,0,65168.58,289.87,0,0,289.87,64878.71,PAID
EMP0081,2026-07,48200,11210,0,3591.83,13003,76004.83,753.13,0,0,753.13,75251.7,PAID
EMP0082,2026-07,47300,11845,0,1512.24,0,60657.24,818.65,9096.15,0,9914.8,50742.44,PAID
EMP0083,2026-07,191100,9680,0,1125.47,0,201905.47,0,7350,0,7350,194555.47,PAID
EMP0084,2026-07,150200,10020,0,5542.24,0,165762.24,2491.3,0,0,2491.3,163270.94,PAID
EMP0085,2026-07,72800,11541,0,3001.25,0,87342.25,705.83,2800,0,3505.83,83836.42,PAID
EMP0086,2026-07,77700,11493,0,2222.67,0,91415.67,0,0,0,0,91415.67,PAID
EMP0087,2026-07,66000,11823,0,2221.15,0,80044.15,412.5,7615.38,0,8027.88,72016.27,PAID
EMP0088,2026-07,72800,9750,0,2563.75,0,85113.75,845.83,2800,5519,9164.83,75948.92,PAID
EMP0089,2026-07,76400,10189,0,1248.85,0,87837.85,1187.63,5876.92,0,7064.55,80773.3,PAID
EMP0090,2026-07,78200,9779,0,385.36,0,88364.36,614.07,3007.69,0,3621.76,84742.6,PAID
EMP0091,2026-07,234900,10149,0,7961.75,0,253010.75,2183.37,18069.23,6969,27221.6,225789.15,PAID
EMP0092,2026-07,149500,10538,0,2048.44,0,162086.44,359.38,0,0,359.38,161727.06,PAID
EMP0093,2026-07,71400,11054,0,4694.21,0,87148.21,549.23,2746.15,0,3295.38,83852.83,PAID
EMP0094,2026-07,68500,12141,0,386.96,0,81027.96,1229.49,0,7708,8937.49,72090.47,PAID
EMP0095,2026-07,74400,11676,0,849.52,0,86925.52,536.54,2861.54,0,3398.08,83527.44,PAID
EMP0096,2026-07,74400,10185,0,1395,0,85980,2211.73,5723.08,0,7934.81,78045.19,PAID
EMP0097,2026-07,80000,11069,0,0,0,91069,1038.46,6153.85,0,7192.31,83876.69,PAID
EMP0098,2026-07,80000,11436,0,1865.38,0,93301.38,237.18,0,0,237.18,93064.2,PAID
EMP0099,2026-07,73300,11641,0,1920.6,0,86861.6,1591.69,2819.23,2123,6533.92,80327.68,PAID
EMP0100,2026-07,79700,9122,0,2892.96,0,91714.96,1730.67,3065.38,0,4796.05,86918.91,PAID
EMP0001,2026-08,423400,10720,0,12111.68,14863,461094.68,7328.08,16284.62,0,23612.7,437481.98,PAID
EMP0002,2026-08,189600,10764,0,8021.54,0,208385.54,1716.73,29169.23,0,30885.96,177499.58,PAID
EMP0003,2026-08,58700,12907,0,1411.06,0,73018.06,1015.96,15803.85,0,16819.81,56198.25,PAID
EMP0004,2026-08,49300,8702,0,1694.69,0,59696.69,177.76,0,0,177.76,59518.93,PAID
EMP0005,2026-08,59300,10766,0,641.47,0,70707.47,365.87,4561.54,0,4927.41,65780.06,PAID
EMP0006,2026-08,51700,11023,0,950.73,0,63673.73,405.98,1988.46,4979,7373.44,56300.29,PAID
EMP0007,2026-08,60900,11227,0,1149.19,0,73276.19,287.91,0,0,287.91,72988.28,PAID
EMP0008,2026-08,53500,10469,0,1324.64,0,65293.64,240.06,4115.38,4753,9108.44,56185.2,PAID
EMP0009,2026-08,205600,10808,0,2817.12,0,219225.12,1993.4,23723.08,0,25716.48,193508.64,PAID
EMP0010,2026-08,95600,11982,6804,2171.68,0,116557.68,988.17,11030.77,0,12018.94,104538.74,PAID
EMP0011,2026-08,99200,9712,4295,1347.31,0,114554.31,1327.44,3815.38,0,5142.82,109411.49,PAID
EMP0012,2026-08,108400,10198,6185,3087.84,5446,133316.84,790.42,0,0,790.42,132526.42,PAID
EMP0013,2026-08,91000,8907,4706,885.94,0,105498.94,357.29,10500,0,10857.29,94641.65,PAID
EMP0014,2026-08,84800,8240,6735,1437.12,0,101212.12,1834.62,6523.08,5409,13766.7,87445.42,PAID
EMP0015,2026-08,77100,10467,5608,1408.56,14171,108754.56,512.76,0,0,512.76,108241.8,PAID
EMP0016,2026-08,76500,9632,5000,2068.81,0,93200.81,894.95,5884.62,2083,8862.57,84338.24,PAID
EMP0017,2026-08,61700,10595,5492,304.05,0,78091.05,1008.56,9492.31,2650,13150.87,64940.18,PAID
EMP0018,2026-08,57200,8592,5655,1072.5,0,72519.5,880,0,0,880,71639.5,PAID
EMP0019,2026-08,56400,9089,4661,2677.64,0,72827.64,76.83,0,5694,5770.83,67056.81,PAID
EMP0020,2026-08,63500,10292,5943,2739.96,0,82474.96,335.82,0,5157,5492.82,76982.14,PAID
EMP0021,2026-08,60100,10692,5916,1314.69,0,78022.69,1054.64,11557.69,0,12612.33,65410.36,PAID
EMP0022,2026-08,56800,10524,4098,2778.56,0,74200.56,323.14,0,0,323.14,73877.42,PAID
EMP0023,2026-08,61100,11951,5971,2181.09,0,81203.09,435.73,0,0,435.73,80767.36,PAID
EMP0024,2026-08,57000,9758,4499,150.72,0,71407.72,520.67,0,0,520.67,70887.05,PAID
EMP0025,2026-08,63600,11575,6619,1719.95,0,83513.95,754.23,0,0,754.23,82759.72,PAID
EMP0026,2026-08,51900,11177,5971,2832.04,0,71880.04,515.67,0,5610,6125.67,65754.37,PAID
EMP0027,2026-08,63500,10399,5268,1686.72,0,80853.72,513.9,2442.31,0,2956.21,77897.51,PAID
EMP0028,2026-08,59200,11344,4452,3885,0,78881,702.05,0,7542,8244.05,70636.95,PAID
EMP0029,2026-08,63500,9648,5908,2274.4,0,81330.4,1119.39,7326.92,0,8446.31,72884.09,PAID
EMP0030,2026-08,59500,8135,4909,2760.46,0,75304.46,1387.38,2288.46,0,3675.84,71628.62,PAID
EMP0031,2026-08,64900,9248,4405,780.05,0,79333.05,52,2496.15,0,2548.15,76784.9,PAID
EMP0032,2026-08,64500,9532,6203,4155.29,0,84390.29,1090.5,0,0,1090.5,83299.79,PAID
EMP0033,2026-08,57000,11636,5350,883.77,0,74869.77,726.2,10961.54,0,11687.74,63182.03,PAID
EMP0034,2026-08,62600,12333,4188,2558.17,0,81679.17,687.2,0,0,687.2,80991.97,PAID
EMP0035,2026-08,58400,11392,6286,1270.48,18703,96051.48,781.47,2246.15,0,3027.62,93023.86,PAID
EMP0036,2026-08,53600,10588,4904,2911.92,0,72003.92,566.92,6184.62,0,6751.54,65252.38,PAID
EMP0037,2026-08,40000,10046,6416,759.62,0,57221.62,0,0,0,0,57221.62,PAID
EMP0038,2026-08,43400,9926,5697,1324.95,0,60347.95,664.21,1669.23,0,2333.44,58014.51,PAID
EMP0039,2026-08,40900,9045,5562,545.66,0,56052.66,363.77,4719.23,0,5083,50969.66,PAID
EMP0040,2026-08,39600,10530,6179,718.7,0,57027.7,923.37,4569.23,7237,12729.6,44298.1,PAID
EMP0041,2026-08,45900,11950,4623,2372.24,0,64845.24,650.99,3530.77,0,4181.76,60663.48,PAID
EMP0042,2026-08,42300,8274,6225,950.73,0,57749.73,1108.34,3253.85,0,4362.19,53387.54,PAID
EMP0043,2026-08,45500,9573,5597,1536.72,0,62206.72,350,1750,0,2100,60106.72,PAID
EMP0044,2026-08,41000,12446,4628,788.46,0,58862.46,239.82,4730.77,0,4970.59,53891.87,PAID
EMP0045,2026-08,39200,10248,5944,457.02,0,55849.02,612.5,3015.38,0,3627.88,52221.14,PAID
EMP0046,2026-08,41400,10731,6241,930.5,0,59302.5,0,0,0,0,59302.5,PAID
EMP0047,2026-08,29900,9902,4974,474.38,0,45250.38,198.85,3450,0,3648.85,41601.53,PAID
EMP0048,2026-08,32600,12728,6318,0,0,51646,0,0,0,0,51646,PAID
EMP0049,2026-08,185500,9769,0,8427.76,0,203696.76,2972.76,21403.85,0,24376.61,179320.15,PAID
EMP0050,2026-08,86500,10786,5777,2744.71,0,105807.71,402,6653.85,0,7055.85,98751.86,PAID
EMP0051,2026-08,94900,9425,4621,547.5,0,109493.5,1802.19,10950,0,12752.19,96741.31,PAID
EMP0052,2026-08,53000,11560,5759,2235.94,0,72554.94,628.53,2038.46,0,2666.99,69887.95,PAID
EMP0053,2026-08,49600,10838,5960,1722.88,0,68120.88,282.18,0,0,282.18,67838.7,PAID
EMP0054,2026-08,52200,10033,5839,2540.99,0,70612.99,435,4015.38,0,4450.38,66162.61,PAID
EMP0055,2026-08,59100,9870,6173,1875.29,0,77018.29,179.95,0,0,179.95,76838.34,PAID
EMP0056,2026-08,53200,12202,4256,1892.69,0,71550.69,537.12,4092.31,0,4629.43,66921.26,PAID
EMP0057,2026-08,52200,10704,5261,439.18,10406,79010.18,761.25,0,4546,5307.25,73702.93,PAID
EMP0058,2026-08,58200,11061,5579,1231.15,0,76071.15,704.18,6715.38,0,7419.56,68651.59,PAID
EMP0059,2026-08,57900,8665,6056,3062.02,0,75683.02,162.38,2226.92,0,2389.3,73293.72,PAID
EMP0060,2026-08,55100,9375,4974,3211.96,0,72660.96,618.11,0,0,618.11,72042.85,PAID
EMP0061,2026-08,185200,9671,0,7546.01,0,202417.01,3635.74,14246.15,0,17881.89,184535.12,PAID
EMP0062,2026-08,93500,8684,5937,5989.84,0,114110.84,1191.23,14384.62,0,15575.85,98534.99,PAID
EMP0063,2026-08,111100,11714,6833,3672.18,0,133319.18,1059.37,8546.15,6081,15686.52,117632.66,PAID
EMP0064,2026-08,55300,11697,5649,0,15218,87864,0,0,0,0,87864,PAID
EMP0065,2026-08,67000,11115,6233,1731.37,0,86079.37,1105.93,0,0,1105.93,84973.44,PAID
EMP0066,2026-08,53200,9426,5838,997.5,0,69461.5,1347.05,4092.31,0,5439.36,64022.14,PAID
EMP0067,2026-08,61100,10551,6968,286.41,0,78905.41,195.83,0,0,195.83,78709.58,PAID
EMP0068,2026-08,52900,12414,5696,756.62,0,71766.62,194.98,2034.62,0,2229.6,69537.02,PAID
EMP0069,2026-08,65300,10495,5673,0,0,81468,497.08,5023.08,0,5520.16,75947.84,PAID
EMP0070,2026-08,62900,9550,6361,2026.11,0,80837.11,262.08,0,0,262.08,80575.03,PAID
EMP0071,2026-08,189900,9192,0,9791.72,0,208883.72,2754.16,0,0,2754.16,206129.56,PAID
EMP0072,2026-08,99500,10301,0,1829.75,0,111630.75,645.79,7653.85,0,8299.64,103331.11,PAID
EMP0073,2026-08,92600,9203,0,2003.37,0,103806.37,816.19,7123.08,0,7939.27,95867.1,PAID
EMP0074,2026-08,48200,9992,0,1558.39,8811,68561.39,521.39,1853.85,0,2375.24,66186.15,PAID
EMP0075,2026-08,51100,11216,0,1154.66,0,63470.66,262.05,1965.38,0,2227.43,61243.23,PAID
EMP0076,2026-08,52100,9750,0,1333.81,0,63183.81,488.44,2003.85,0,2492.29,60691.52,PAID
EMP0077,2026-08,44100,9635,0,1076,0,54811,699.66,1696.15,0,2395.81,52415.19,PAID
EMP0078,2026-08,49700,9784,0,896.03,0,60380.03,179.21,0,7336,7515.21,52864.82,PAID
EMP0079,2026-08,53500,11878,0,2366.35,0,67744.35,938.82,0,0,938.82,66805.53,PAID
EMP0080,2026-08,53200,9554,0,204.62,0,62958.62,400.71,4092.31,0,4493.02,58465.6,PAID
EMP0081,2026-08,48200,9278,0,2126.13,0,59604.13,220.14,11123.08,0,11343.22,48260.91,PAID
EMP0082,2026-08,47300,9923,0,750.43,0,57973.43,272.88,10915.38,4958,16146.26,41827.17,PAID
EMP0083,2026-08,191100,10492,0,3215.63,0,204807.63,321.56,7350,0,7671.56,197136.07,PAID
EMP0084,2026-08,150200,12406,0,4657.64,0,167263.64,3923.49,5776.92,0,9700.41,157563.23,PAID
EMP0085,2026-08,72800,9989,0,2546.25,0,85335.25,670.83,11200,0,11870.83,73464.42,PAID
EMP0086,2026-08,77700,8358,0,2895.07,0,88953.07,348.65,2988.46,0,3337.11,85615.96,PAID
EMP0087,2026-08,66000,10775,0,364.9,0,77139.9,777.4,5076.92,0,5854.32,71285.58,PAID
EMP0088,2026-08,72800,10923,0,2345,0,86068,420,2800,0,3220,82848,PAID
EMP0089,2026-08,76400,10178,0,615.24,0,87193.24,930.51,5876.92,0,6807.43,80385.81,PAID
EMP0090,2026-08,78200,9269,0,1898.61,0,89367.61,1065.22,3007.69,0,4072.91,85294.7,PAID
EMP0091,2026-08,234900,10011,0,7142.99,0,252053.99,1524.59,9034.62,0,10559.21,241494.78,PAID
EMP0092,2026-08,149500,10500,0,5660.16,5517,171177.16,167.71,0,0,167.71,171009.45,PAID
EMP0093,2026-08,71400,9975,0,1742.09,0,83117.09,577.84,5492.31,0,6070.15,77046.94,PAID
EMP0094,2026-08,68500,10127,0,633.95,0,79260.95,395.19,7903.85,0,8299.04,70961.91,PAID
EMP0095,2026-08,74400,9385,0,1663.27,0,85448.27,381.54,0,0,381.54,85066.73,PAID
EMP0096,2026-08,74400,9413,0,4265.48,0,88078.48,691.54,8584.62,0,9276.16,78802.32,PAID
