employee_code,kpi_code,period,target,actual,achievement_percentage,weight,weighted_score,source
EMP0089,PUNCTUALITY,2026-07,90,76.19,84.66,20,16.93,ATTENDANCE
EMP0089,TASK_COMPLETION_RATE,2026-07,95,70.15,73.84,50,36.92,MANUAL
EMP0090,ATTENDANCE_RATE,2026-07,95,95.65,100.69,30,30.21,ATTENDANCE
EMP0090,PUNCTUALITY,2026-07,90,81.82,90.91,20,18.18,ATTENDANCE
EMP0090,TASK_COMPLETION_RATE,2026-07,95,72.54,76.36,50,38.18,MANUAL
EMP0091,ATTENDANCE_RATE,2026-07,95,91.3,96.11,10,9.61,ATTENDANCE
EMP0091,TASK_COMPLETION_RATE,2026-07,95,61.62,64.86,20,12.97,MANUAL
EMP0091,COST_EFFICIENCY,2026-07,90,60.24,66.93,25,16.73,MANUAL
EMP0091,MANAGEMENT_EFFECTIVENESS,2026-07,90,62.1,69,45,31.05,MANUAL
EMP0092,ATTENDANCE_RATE,2026-07,95,95.65,100.69,25,25.17,ATTENDANCE
EMP0092,PUNCTUALITY,2026-07,90,90.91,101.01,15,15.15,ATTENDANCE
EMP0092,TASK_COMPLETION_RATE,2026-07,95,67.03,70.56,30,21.17,MANUAL
EMP0092,COST_EFFICIENCY,2026-07,90,65.45,72.72,30,21.82,MANUAL
EMP0093,ATTENDANCE_RATE,2026-07,95,91.3,96.11,25,24.03,ATTENDANCE
EMP0093,PUNCTUALITY,2026-07,90,85.71,95.24,15,14.29,ATTENDANCE
EMP0093,TASK_COMPLETION_RATE,2026-07,95,66.42,69.92,30,20.98,MANUAL
EMP0093,COST_EFFICIENCY,2026-07,90,62.93,69.92,30,20.98,MANUAL
EMP0094,ATTENDANCE_RATE,2026-07,95,95.65,100.69,25,25.17,ATTENDANCE
EMP0094,PUNCTUALITY,2026-07,90,59.09,65.66,15,9.85,ATTENDANCE
EMP0094,TASK_COMPLETION_RATE,2026-07,95,68.12,71.71,30,21.51,MANUAL
EMP0094,COST_EFFICIENCY,2026-07,90,67.73,75.26,30,22.58,MANUAL
EMP0095,ATTENDANCE_RATE,2026-07,95,91.3,96.11,25,24.03,ATTENDANCE
EMP0095,PUNCTUALITY,2026-07,90,100,111.11,15,16.67,ATTENDANCE
EMP0095,TASK_COMPLETION_RATE,2026-07,95,71.16,74.9,30,22.47,MANUAL
EMP0095,COST_EFFICIENCY,2026-07,90,58.59,65.1,30,19.53,MANUAL
EMP0096,ATTENDANCE_RATE,2026-07,95,82.61,86.96,25,21.74,ATTENDANCE
EMP0096,PUNCTUALITY,2026-07,90,36.84,40.94,15,6.14,ATTENDANCE
EMP0096,TASK_COMPLETION_RATE,2026-07,95,97.85,103,30,30.9,MANUAL
EMP0096,COST_EFFICIENCY,2026-07,90,84.6,94,30,28.2,MANUAL
EMP0097,ATTENDANCE_RATE,2026-07,95,91.3,96.11,25,24.03,ATTENDANCE
EMP0097,PUNCTUALITY,2026-07,90,76.19,84.66,15,12.7,ATTENDANCE
EMP0097,TASK_COMPLETION_RATE,2026-07,95,98.83,104.03,30,31.21,MANUAL
EMP0097,COST_EFFICIENCY,2026-07,90,95.48,106.09,30,31.83,MANUAL
EMP0098,ATTENDANCE_RATE,2026-07,95,100,105.26,25,26.32,ATTENDANCE
EMP0098,PUNCTUALITY,2026-07,90,100,111.11,15,16.67,ATTENDANCE
EMP0098,TASK_COMPLETION_RATE,2026-07,95,74.12,78.02,30,23.41,MANUAL
EMP0098,COST_EFFICIENCY,2026-07,90,78.44,87.15,30,26.15,MANUAL
EMP0099,ATTENDANCE_RATE,2026-07,95,95.65,100.69,25,25.17,ATTENDANCE
EMP0099,PUNCTUALITY,2026-07,90,50,55.56,15,8.33,ATTENDANCE
EMP0099,TASK_COMPLETION_RATE,2026-07,95,83.11,87.48,30,26.24,MANUAL
EMP0099,COST_EFFICIENCY,2026-07,90,76.55,85.05,30,25.52,MANUAL
EMP0100,ATTENDANCE_RATE,2026-07,95,95.65,100.69,25,25.17,ATTENDANCE
EMP0100,PUNCTUALITY,2026-07,90,59.09,65.66,15,9.85,ATTENDANCE
EMP0100,TASK_COMPLETION_RATE,2026-07,95,41.5,43.68,30,13.1,MANUAL
EMP0100,COST_EFFICIENCY,2026-07,90,35.53,39.48,30,11.84,MANUAL
EMP0001,ATTENDANCE_RATE,2026-08,95,95.24,100.25,10,10.03,ATTENDANCE
EMP0001,MANAGEMENT_EFFECTIVENESS,2026-08,90,67.22,74.69,90,67.22,MANUAL
EMP0002,ATTENDANCE_RATE,2026-08,95,80.95,85.21,15,12.78,ATTENDANCE
EMP0002,TASK_COMPLETION_RATE,2026-08,95,86.4,90.95,35,31.83,MANUAL
EMP0002,MANAGEMENT_EFFECTIVENESS,2026-08,90,77.27,85.85,50,42.93,MANUAL
EMP0003,ATTENDANCE_RATE,2026-08,95,66.67,70.18,35,24.56,ATTENDANCE
EMP0003,PUNCTUALITY,2026-08,90,50,55.56,25,13.89,ATTENDANCE
EMP0003,TASK_COMPLETION_RATE,2026-08,95,100,105.26,40,42.1,MANUAL
EMP0004,ATTENDANCE_RATE,2026-08,95,100,105.26,35,36.84,ATTENDANCE
EMP0004,PUNCTUALITY,2026-08,90,90.48,100.53,25,25.13,ATTENDANCE
EMP0004,TASK_COMPLETION_RATE,2026-08,95,72.54,76.36,40,30.54,MANUAL
EMP0005,ATTENDANCE_RATE,2026-08,95,90.48,95.24,35,33.33,ATTENDANCE
EMP0005,PUNCTUALITY,2026-08,90,78.95,87.72,25,21.93,ATTENDANCE
EMP0005,TASK_COMPLETION_RATE,2026-08,95,82.57,86.92,40,34.77,MANUAL
EMP0006,ATTENDANCE_RATE,2026-08,95,95.24,100.25,35,35.09,ATTENDANCE
EMP0006,PUNCTUALITY,2026-08,90,80,88.89,25,22.22,ATTENDANCE
EMP0006,TASK_COMPLETION_RATE,2026-08,95,100,105.26,40,42.1,MANUAL
EMP0007,ATTENDANCE_RATE,2026-08,95,100,105.26,35,36.84,ATTENDANCE
EMP0007,PUNCTUALITY,2026-08,90,95.24,105.82,25,26.46,ATTENDANCE
EMP0007,TASK_COMPLETION_RATE,2026-08,95,97.89,103.04,40,41.22,MANUAL
EMP0008,ATTENDANCE_RATE,2026-08,95,76.19,80.2,35,28.07,ATTENDANCE
EMP0008,PUNCTUALITY,2026-08,90,93.75,104.17,25,26.04,ATTENDANCE
EMP0008,TASK_COMPLETION_RATE,2026-08,95,77.3,81.37,40,32.55,MANUAL
EMP0009,ATTENDANCE_RATE,2026-08,95,80.95,85.21,15,12.78,ATTENDANCE
EMP0009,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,82.52,82.52,25,20.63,PRODUCTION
EMP0009,QUALITY_RATE,2026-08,98,95.71,97.67,15,14.65,PRODUCTION
EMP0009,DEFECT_RATE,2026-08,2,4.29,46.65,10,4.67,PRODUCTION
EMP0009,SAFETY_INCIDENTS,2026-08,0,0,150,10,15,PRODUCTION
EMP0009,MANAGEMENT_EFFECTIVENESS,2026-08,90,55.33,61.48,25,15.37,MANUAL
EMP0010,ATTENDANCE_RATE,2026-08,95,80.95,85.21,20,17.04,ATTENDANCE
EMP0010,PUNCTUALITY,2026-08,90,70.59,78.43,10,7.84,ATTENDANCE
EMP0010,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,55.43,55.43,30,16.63,PRODUCTION
EMP0010,QUALITY_RATE,2026-08,98,89.72,91.55,20,18.31,PRODUCTION
EMP0010,DEFECT_RATE,2026-08,2,10.28,19.46,10,1.95,PRODUCTION
EMP0010,SAFETY_INCIDENTS,2026-08,0,0,150,10,15,PRODUCTION
EMP0011,ATTENDANCE_RATE,2026-08,95,90.48,95.24,20,19.05,ATTENDANCE
EMP0011,PUNCTUALITY,2026-08,90,78.95,87.72,10,8.77,ATTENDANCE
EMP0011,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,79.23,79.23,30,23.77,PRODUCTION
EMP0011,QUALITY_RATE,2026-08,98,97.75,99.75,20,19.95,PRODUCTION
EMP0011,DEFECT_RATE,2026-08,2,2.25,88.9,10,8.89,PRODUCTION
EMP0011,SAFETY_INCIDENTS,2026-08,0,0,150,10,15,PRODUCTION
EMP0012,ATTENDANCE_RATE,2026-08,95,100,105.26,20,21.05,ATTENDANCE
EMP0012,PUNCTUALITY,2026-08,90,85.71,95.24,10,9.52,ATTENDANCE
EMP0012,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,74.99,74.99,30,22.5,PRODUCTION
EMP0012,QUALITY_RATE,2026-08,98,97.82,99.81,20,19.96,PRODUCTION
EMP0012,DEFECT_RATE,2026-08,2,2.18,91.59,10,9.16,PRODUCTION
EMP0012,SAFETY_INCIDENTS,2026-08,0,0,150,10,15,PRODUCTION
EMP0013,ATTENDANCE_RATE,2026-08,95,80.95,85.21,20,17.04,ATTENDANCE
EMP0013,PUNCTUALITY,2026-08,90,88.24,98.04,10,9.8,ATTENDANCE
EMP0013,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,100.71,100.71,30,30.21,PRODUCTION
EMP0013,QUALITY_RATE,2026-08,98,99.72,101.75,20,20.35,PRODUCTION
EMP0013,DEFECT_RATE,2026-08,2,0.28,150,10,15,PRODUCTION
EMP0013,SAFETY_INCIDENTS,2026-08,0,0,150,10,15,PRODUCTION
EMP0014,ATTENDANCE_RATE,2026-08,95,85.71,90.23,20,18.05,ATTENDANCE
EMP0014,PUNCTUALITY,2026-08,90,50,55.56,10,5.56,ATTENDANCE
EMP0014,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,75.7,75.7,30,22.71,PRODUCTION
EMP0014,QUALITY_RATE,2026-08,98,95.61,97.56,20,19.51,PRODUCTION
EMP0014,DEFECT_RATE,2026-08,2,4.39,45.59,10,4.56,PRODUCTION
EMP0014,SAFETY_INCIDENTS,2026-08,0,0,150,10,15,PRODUCTION
EMP0015,ATTENDANCE_RATE,2026-08,95,100,105.26,20,21.05,ATTENDANCE
EMP0015,PUNCTUALITY,2026-08,90,85.71,95.24,10,9.52,ATTENDANCE
EMP0015,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,70.61,70.61,30,21.18,PRODUCTION
EMP0015,QUALITY_RATE,2026-08,98,96.78,98.76,20,19.75,PRODUCTION
EMP0015,DEFECT_RATE,2026-08,2,3.22,62.17,10,6.22,PRODUCTION
EMP0015,SAFETY_INCIDENTS,2026-08,0,0,150,10,15,PRODUCTION
EMP0016,ATTENDANCE_RATE,2026-08,95,90.48,95.24,20,19.05,ATTENDANCE
EMP0016,PUNCTUALITY,2026-08,90,78.95,87.72,10,8.77,ATTENDANCE
EMP0016,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,69.84,69.84,30,20.95,PRODUCTION
EMP0016,QUALITY_RATE,2026-08,98,96.57,98.54,20,19.71,PRODUCTION
EMP0016,DEFECT_RATE,2026-08,2,3.43,58.33,10,5.83,PRODUCTION
EMP0016,SAFETY_INCIDENTS,2026-08,0,0,150,10,15,PRODUCTION
EMP0017,ATTENDANCE_RATE,2026-08,95,80.95,85.21,20,17.04,ATTENDANCE
EMP0017,PUNCTUALITY,2026-08,90,52.94,58.82,10,5.88,ATTENDANCE
EMP0017,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,76.59,76.59,30,22.98,PRODUCTION
EMP0017,QUALITY_RATE,2026-08,98,95.48,97.43,20,19.49,PRODUCTION
EMP0017,DEFECT_RATE,2026-08,2,4.52,44.28,10,4.43,PRODUCTION
EMP0017,SAFETY_INCIDENTS,2026-08,0,0,150,10,15,PRODUCTION
EMP0018,ATTENDANCE_RATE,2026-08,95,90.48,95.24,20,19.05,ATTENDANCE
EMP0018,PUNCTUALITY,2026-08,90,63.16,70.18,10,7.02,ATTENDANCE
EMP0018,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,62.38,62.38,30,18.71,PRODUCTION
EMP0018,QUALITY_RATE,2026-08,98,95.56,97.51,20,19.5,PRODUCTION
EMP0018,DEFECT_RATE,2026-08,2,4.44,45.06,10,4.51,PRODUCTION
EMP0018,SAFETY_INCIDENTS,2026-08,0,0,150,10,15,PRODUCTION
EMP0019,ATTENDANCE_RATE,2026-08,95,95.24,100.25,20,20.05,ATTENDANCE
EMP0019,PUNCTUALITY,2026-08,90,95,105.56,10,10.56,ATTENDANCE
EMP0019,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,79.26,79.26,30,23.78,PRODUCTION
EMP0019,QUALITY_RATE,2026-08,98,96.61,98.58,20,19.72,PRODUCTION
EMP0019,DEFECT_RATE,2026-08,2,3.39,58.99,10,5.9,PRODUCTION
EMP0019,SAFETY_INCIDENTS,2026-08,0,0,150,10,15,PRODUCTION
EMP0020,ATTENDANCE_RATE,2026-08,95,100,105.26,20,21.05,ATTENDANCE
EMP0020,PUNCTUALITY,2026-08,90,95.24,105.82,10,10.58,ATTENDANCE
EMP0020,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,67.46,67.46,30,20.24,PRODUCTION
EMP0020,QUALITY_RATE,2026-08,98,96.49,98.46,20,19.69,PRODUCTION
EMP0020,DEFECT_RATE,2026-08,2,3.51,56.97,10,5.7,PRODUCTION
EMP0020,SAFETY_INCIDENTS,2026-08,0,1,100,10,10,PRODUCTION
EMP0021,ATTENDANCE_RATE,2026-08,95,76.19,80.2,20,16.04,ATTENDANCE
EMP0021,PUNCTUALITY,2026-08,90,37.5,41.67,10,4.17,ATTENDANCE
EMP0021,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,107.52,107.52,30,32.26,PRODUCTION
EMP0021,QUALITY_RATE,2026-08,98,98.62,100.64,20,20.13,PRODUCTION
EMP0021,DEFECT_RATE,2026-08,2,1.38,145.39,10,14.54,PRODUCTION
EMP0021,SAFETY_INCIDENTS,2026-08,0,1,100,10,10,PRODUCTION
EMP0022,ATTENDANCE_RATE,2026-08,95,100,105.26,20,21.05,ATTENDANCE
EMP0022,PUNCTUALITY,2026-08,90,95.24,105.82,10,10.58,ATTENDANCE
EMP0022,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,66.96,66.96,30,20.09,PRODUCTION
EMP0022,QUALITY_RATE,2026-08,98,96.56,98.53,20,19.71,PRODUCTION
EMP0022,DEFECT_RATE,2026-08,2,3.44,58.14,10,5.81,PRODUCTION
EMP0022,SAFETY_INCIDENTS,2026-08,0,0,150,10,15,PRODUCTION
EMP0023,ATTENDANCE_RATE,2026-08,95,95.24,100.25,20,20.05,ATTENDANCE
EMP0023,PUNCTUALITY,2026-08,90,80,88.89,10,8.89,ATTENDANCE
EMP0023,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,116.89,116.89,30,35.07,PRODUCTION
EMP0023,QUALITY_RATE,2026-08,98,99.71,101.74,20,20.35,PRODUCTION
EMP0023,DEFECT_RATE,2026-08,2,0.29,150,10,15,PRODUCTION
EMP0023,SAFETY_INCIDENTS,2026-08,0,0,150,10,15,PRODUCTION
EMP0024,ATTENDANCE_RATE,2026-08,95,100,105.26,20,21.05,ATTENDANCE
EMP0024,PUNCTUALITY,2026-08,90,80.95,89.95,10,8.99,ATTENDANCE
EMP0024,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,75.66,75.66,30,22.7,PRODUCTION
EMP0024,QUALITY_RATE,2026-08,98,95.54,97.49,20,19.5,PRODUCTION
EMP0024,DEFECT_RATE,2026-08,2,4.46,44.86,10,4.49,PRODUCTION
EMP0024,SAFETY_INCIDENTS,2026-08,0,0,150,10,15,PRODUCTION
EMP0025,ATTENDANCE_RATE,2026-08,95,100,105.26,20,21.05,ATTENDANCE
EMP0025,PUNCTUALITY,2026-08,90,80.95,89.95,10,8.99,ATTENDANCE
EMP0025,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,74.09,74.09,30,22.23,PRODUCTION
EMP0025,QUALITY_RATE,2026-08,98,95.72,97.67,20,19.53,PRODUCTION
EMP0025,DEFECT_RATE,2026-08,2,4.28,46.73,10,4.67,PRODUCTION
EMP0025,SAFETY_INCIDENTS,2026-08,0,1,100,10,10,PRODUCTION
EMP0026,ATTENDANCE_RATE,2026-08,95,100,105.26,20,21.05,ATTENDANCE
EMP0026,PUNCTUALITY,2026-08,90,80.95,89.95,10,8.99,ATTENDANCE
EMP0026,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,107.77,107.77,30,32.33,PRODUCTION
EMP0026,QUALITY_RATE,2026-08,98,98.68,100.7,20,20.14,PRODUCTION
EMP0026,DEFECT_RATE,2026-08,2,1.32,150,10,15,PRODUCTION
EMP0026,SAFETY_INCIDENTS,2026-08,0,0,150,10,15,PRODUCTION
EMP0027,ATTENDANCE_RATE,2026-08,95,95.24,100.25,20,20.05,ATTENDANCE
EMP0027,PUNCTUALITY,2026-08,90,75,83.33,10,8.33,ATTENDANCE
EMP0027,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,107.11,107.11,30,32.13,PRODUCTION
EMP0027,QUALITY_RATE,2026-08,98,98.59,100.6,20,20.12,PRODUCTION
EMP0027,DEFECT_RATE,2026-08,2,1.41,142,10,14.2,PRODUCTION
EMP0027,SAFETY_INCIDENTS,2026-08,0,0,150,10,15,PRODUCTION
EMP0028,ATTENDANCE_RATE,2026-08,95,95.24,100.25,20,20.05,ATTENDANCE
EMP0028,PUNCTUALITY,2026-08,90,70,77.78,10,7.78,ATTENDANCE
EMP0028,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,74.83,74.83,30,22.45,PRODUCTION
EMP0028,QUALITY_RATE,2026-08,98,96.6,98.57,20,19.71,PRODUCTION
EMP0028,DEFECT_RATE,2026-08,2,3.4,58.74,10,5.87,PRODUCTION
EMP0028,SAFETY_INCIDENTS,2026-08,0,0,150,10,15,PRODUCTION
EMP0029,ATTENDANCE_RATE,2026-08,95,80.95,85.21,20,17.04,ATTENDANCE
EMP0029,PUNCTUALITY,2026-08,90,58.82,65.36,10,6.54,ATTENDANCE
EMP0029,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,44.9,44.9,30,13.47,PRODUCTION
EMP0029,QUALITY_RATE,2026-08,98,92.98,94.88,20,18.98,PRODUCTION
EMP0029,DEFECT_RATE,2026-08,2,7.02,28.49,10,2.85,PRODUCTION
EMP0029,SAFETY_INCIDENTS,2026-08,0,0,150,10,15,PRODUCTION
EMP0030,ATTENDANCE_RATE,2026-08,95,95.24,100.25,20,20.05,ATTENDANCE
EMP0030,PUNCTUALITY,2026-08,90,50,55.56,10,5.56,ATTENDANCE
EMP0030,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,47.92,47.92,30,14.38,PRODUCTION
EMP0030,QUALITY_RATE,2026-08,98,93.81,95.73,20,19.15,PRODUCTION
EMP0030,DEFECT_RATE,2026-08,2,6.19,32.32,10,3.23,PRODUCTION
EMP0030,SAFETY_INCIDENTS,2026-08,0,0,150,10,15,PRODUCTION
EMP0031,ATTENDANCE_RATE,2026-08,95,95.24,100.25,20,20.05,ATTENDANCE
EMP0031,PUNCTUALITY,2026-08,90,100,111.11,10,11.11,ATTENDANCE
EMP0031,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,69.99,69.99,30,21,PRODUCTION
EMP0031,QUALITY_RATE,2026-08,98,96.66,98.64,20,19.73,PRODUCTION
EMP0031,DEFECT_RATE,2026-08,2,3.34,59.97,10,6,PRODUCTION
EMP0031,SAFETY_INCIDENTS,2026-08,0,0,150,10,15,PRODUCTION
EMP0032,ATTENDANCE_RATE,2026-08,95,100,105.26,20,21.05,ATTENDANCE
EMP0032,PUNCTUALITY,2026-08,90,66.67,74.07,10,7.41,ATTENDANCE
EMP0032,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,110.11,110.11,30,33.03,PRODUCTION
EMP0032,QUALITY_RATE,2026-08,98,98.6,100.61,20,20.12,PRODUCTION
EMP0032,DEFECT_RATE,2026-08,2,1.4,142.67,10,14.27,PRODUCTION
EMP0032,SAFETY_INCIDENTS,2026-08,0,0,150,10,15,PRODUCTION
EMP0033,ATTENDANCE_RATE,2026-08,95,76.19,80.2,20,16.04,ATTENDANCE
EMP0033,PUNCTUALITY,2026-08,90,50,55.56,10,5.56,ATTENDANCE
EMP0033,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,83.56,83.56,30,25.07,PRODUCTION
EMP0033,QUALITY_RATE,2026-08,98,96.78,98.76,20,19.75,PRODUCTION
EMP0033,DEFECT_RATE,2026-08,2,3.22,62.14,10,6.21,PRODUCTION
EMP0033,SAFETY_INCIDENTS,2026-08,0,0,150,10,15,PRODUCTION
EMP0034,ATTENDANCE_RATE,2026-08,95,95.24,100.25,20,20.05,ATTENDANCE
EMP0034,PUNCTUALITY,2026-08,90,75,83.33,10,8.33,ATTENDANCE
EMP0034,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,72.08,72.08,30,21.62,PRODUCTION
EMP0034,QUALITY_RATE,2026-08,98,96.57,98.54,20,19.71,PRODUCTION
EMP0034,DEFECT_RATE,2026-08,2,3.43,58.37,10,5.84,PRODUCTION
EMP0034,SAFETY_INCIDENTS,2026-08,0,0,150,10,15,PRODUCTION
EMP0035,ATTENDANCE_RATE,2026-08,95,90.48,95.24,20,19.05,ATTENDANCE
EMP0035,PUNCTUALITY,2026-08,90,68.42,76.02,10,7.6,ATTENDANCE
EMP0035,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,54.97,54.97,30,16.49,PRODUCTION
EMP0035,QUALITY_RATE,2026-08,98,91.8,93.67,20,18.73,PRODUCTION
EMP0035,DEFECT_RATE,2026-08,2,8.2,24.39,10,2.44,PRODUCTION
EMP0035,SAFETY_INCIDENTS,2026-08,0,0,150,10,15,PRODUCTION
EMP0036,ATTENDANCE_RATE,2026-08,95,85.71,90.23,20,18.05,ATTENDANCE
EMP0036,PUNCTUALITY,2026-08,90,72.22,80.25,10,8.03,ATTENDANCE
EMP0036,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,71.98,71.98,30,21.59,PRODUCTION
EMP0036,QUALITY_RATE,2026-08,98,96.6,98.57,20,19.71,PRODUCTION
EMP0036,DEFECT_RATE,2026-08,2,3.4,58.81,10,5.88,PRODUCTION
EMP0036,SAFETY_INCIDENTS,2026-08,0,0,150,10,15,PRODUCTION
EMP0037,ATTENDANCE_RATE,2026-08,95,100,105.26,20,21.05,ATTENDANCE
EMP0037,PUNCTUALITY,2026-08,90,100,111.11,10,11.11,ATTENDANCE
EMP0037,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,72.66,72.66,30,21.8,PRODUCTION
EMP0037,QUALITY_RATE,2026-08,98,97.66,99.65,20,19.93,PRODUCTION
EMP0037,DEFECT_RATE,2026-08,2,2.34,85.47,10,8.55,PRODUCTION
EMP0037,SAFETY_INCIDENTS,2026-08,0,1,100,10,10,PRODUCTION
EMP0038,ATTENDANCE_RATE,2026-08,95,90.48,95.24,20,19.05,ATTENDANCE
EMP0038,PUNCTUALITY,2026-08,90,73.68,81.87,10,8.19,ATTENDANCE
EMP0038,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,73.88,73.88,30,22.16,PRODUCTION
EMP0038,QUALITY_RATE,2026-08,98,97.92,99.92,20,19.98,PRODUCTION
EMP0038,DEFECT_RATE,2026-08,2,2.08,96.18,10,9.62,PRODUCTION
EMP0038,SAFETY_INCIDENTS,2026-08,0,0,150,10,15,PRODUCTION
EMP0039,ATTENDANCE_RATE,2026-08,95,80.95,85.21,20,17.04,ATTENDANCE
EMP0039,PUNCTUALITY,2026-08,90,64.71,71.9,10,7.19,ATTENDANCE
EMP0039,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,79.01,79.01,30,23.7,PRODUCTION
EMP0039,QUALITY_RATE,2026-08,98,96.58,98.55,20,19.71,PRODUCTION
EMP0039,DEFECT_RATE,2026-08,2,3.42,58.42,10,5.84,PRODUCTION
EMP0039,SAFETY_INCIDENTS,2026-08,0,0,150,10,15,PRODUCTION
EMP0040,ATTENDANCE_RATE,2026-08,95,76.19,80.2,20,16.04,ATTENDANCE
EMP0040,PUNCTUALITY,2026-08,90,37.5,41.67,10,4.17,ATTENDANCE
EMP0040,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,74.53,74.53,30,22.36,PRODUCTION
EMP0040,QUALITY_RATE,2026-08,98,97.42,99.4,20,19.88,PRODUCTION
EMP0040,DEFECT_RATE,2026-08,2,2.58,77.4,10,7.74,PRODUCTION
EMP0040,SAFETY_INCIDENTS,2026-08,0,1,100,10,10,PRODUCTION
EMP0041,ATTENDANCE_RATE,2026-08,95,90.48,95.24,20,19.05,ATTENDANCE
EMP0041,PUNCTUALITY,2026-08,90,73.68,81.87,10,8.19,ATTENDANCE
EMP0041,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,72.22,72.22,30,21.67,PRODUCTION
EMP0041,QUALITY_RATE,2026-08,98,96.72,98.7,20,19.74,PRODUCTION
EMP0041,DEFECT_RATE,2026-08,2,3.28,61.02,10,6.1,PRODUCTION
EMP0041,SAFETY_INCIDENTS,2026-08,0,0,150,10,15,PRODUCTION
EMP0042,ATTENDANCE_RATE,2026-08,95,90.48,95.24,20,19.05,ATTENDANCE
EMP0042,PUNCTUALITY,2026-08,90,36.84,40.94,10,4.09,ATTENDANCE
EMP0042,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,71.51,71.51,30,21.45,PRODUCTION
EMP0042,QUALITY_RATE,2026-08,98,96.45,98.42,20,19.68,PRODUCTION
EMP0042,DEFECT_RATE,2026-08,2,3.55,56.38,10,5.64,PRODUCTION
EMP0042,SAFETY_INCIDENTS,2026-08,0,0,150,10,15,PRODUCTION
EMP0043,ATTENDANCE_RATE,2026-08,95,95.24,100.25,20,20.05,ATTENDANCE
EMP0043,PUNCTUALITY,2026-08,90,85,94.44,10,9.44,ATTENDANCE
EMP0043,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,67.56,67.56,30,20.27,PRODUCTION
EMP0043,QUALITY_RATE,2026-08,98,96.93,98.91,20,19.78,PRODUCTION
EMP0043,DEFECT_RATE,2026-08,2,3.07,65.23,10,6.52,PRODUCTION
EMP0043,SAFETY_INCIDENTS,2026-08,0,0,150,10,15,PRODUCTION
EMP0044,ATTENDANCE_RATE,2026-08,95,80.95,85.21,20,17.04,ATTENDANCE
EMP0044,PUNCTUALITY,2026-08,90,88.24,98.04,10,9.8,ATTENDANCE
EMP0044,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,116.74,116.74,30,35.02,PRODUCTION
EMP0044,QUALITY_RATE,2026-08,98,98.85,100.86,20,20.17,PRODUCTION
EMP0044,DEFECT_RATE,2026-08,2,1.15,150,10,15,PRODUCTION
EMP0044,SAFETY_INCIDENTS,2026-08,0,0,150,10,15,PRODUCTION
EMP0045,ATTENDANCE_RATE,2026-08,95,90.48,95.24,20,19.05,ATTENDANCE
EMP0045,PUNCTUALITY,2026-08,90,73.68,81.87,10,8.19,ATTENDANCE
EMP0045,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,67.73,67.73,30,20.32,PRODUCTION
EMP0045,QUALITY_RATE,2026-08,98,96.58,98.55,20,19.71,PRODUCTION
EMP0045,DEFECT_RATE,2026-08,2,3.42,58.55,10,5.86,PRODUCTION
EMP0045,SAFETY_INCIDENTS,2026-08,0,1,100,10,10,PRODUCTION
EMP0046,ATTENDANCE_RATE,2026-08,95,100,105.26,20,21.05,ATTENDANCE
EMP0046,PUNCTUALITY,2026-08,90,95.24,105.82,10,10.58,ATTENDANCE
EMP0046,PRODUCTION_TARGET_ACHIEVEMENT,2026-08,100,47.01,47.01,30,14.1,PRODUCTION
