employee_code,date,shift,target_units,produced_units,defective_units,rework_units,downtime_minutes,safety_incidents
EMP0038,2026-03-24,SHIFT_B,105,79,2,1,2,0
EMP0038,2026-03-26,SHIFT_B,102,79,2,1,24,0
EMP0038,2026-03-27,SHIFT_B,118,92,2,1,15,0
EMP0038,2026-03-30,SHIFT_B,101,76,2,1,26,0
EMP0038,2026-03-31,SHIFT_B,95,75,2,1,19,0
EMP0038,2026-04-01,SHIFT_B,92,66,1,0,50,0
EMP0038,2026-04-02,SHIFT_B,122,91,2,1,18,0
EMP0038,2026-04-03,SHIFT_B,104,79,2,1,22,0
EMP0038,2026-04-06,SHIFT_B,107,83,2,1,18,0
EMP0038,2026-04-07,SHIFT_B,102,76,2,1,73,0
EMP0038,2026-04-08,SHIFT_B,114,76,2,1,25,0
EMP0038,2026-04-09,SHIFT_B,119,91,2,1,30,0
EMP0038,2026-04-10,SHIFT_B,97,68,1,1,19,0
EMP0038,2026-04-13,SHIFT_B,117,91,2,1,10,0
EMP0038,2026-04-14,SHIFT_B,117,77,2,1,29,0
EMP0038,2026-04-16,SHIFT_B,121,87,2,1,17,0
EMP0038,2026-04-17,SHIFT_B,95,75,2,1,19,0
EMP0038,2026-04-20,SHIFT_B,128,102,2,1,3,0
EMP0038,2026-04-21,SHIFT_B,93,74,1,1,19,0
EMP0038,2026-04-22,SHIFT_B,125,82,2,1,1,0
EMP0038,2026-04-23,SHIFT_B,97,71,2,1,25,0
EMP0038,2026-04-24,SHIFT_B,129,102,2,1,57,0
EMP0038,2026-04-27,SHIFT_B,92,62,2,1,23,0
EMP0038,2026-04-28,SHIFT_B,116,82,2,1,4,0
EMP0038,2026-04-29,SHIFT_B,105,73,1,1,17,0
EMP0038,2026-04-30,SHIFT_B,108,73,1,0,14,0
EMP0038,2026-05-04,SHIFT_B,127,85,2,1,12,0
EMP0038,2026-05-05,SHIFT_B,94,72,1,0,30,0
EMP0038,2026-05-06,SHIFT_B,95,75,2,1,23,0
EMP0038,2026-05-07,SHIFT_B,115,79,2,1,28,0
EMP0038,2026-05-08,SHIFT_B,120,79,2,1,0,0
EMP0038,2026-05-11,SHIFT_B,116,80,2,1,3,0
EMP0038,2026-05-12,SHIFT_B,112,82,2,1,6,0
EMP0038,2026-05-13,SHIFT_B,115,79,2,1,9,0
EMP0038,2026-05-14,SHIFT_B,103,69,2,1,56,0
EMP0038,2026-05-15,SHIFT_B,110,88,2,1,13,0
EMP0038,2026-05-18,SHIFT_B,92,63,1,1,9,0
EMP0038,2026-05-19,SHIFT_B,106,73,2,1,13,0
EMP0038,2026-05-20,SHIFT_B,104,74,2,1,29,0
EMP0038,2026-05-21,SHIFT_B,112,87,3,2,14,0
EMP0038,2026-05-22,SHIFT_B,93,73,1,0,16,0
EMP0038,2026-05-25,SHIFT_B,93,69,1,0,13,0
EMP0038,2026-05-26,SHIFT_B,104,81,2,1,15,0
EMP0038,2026-05-27,SHIFT_B,122,85,3,2,11,0
EMP0038,2026-05-28,SHIFT_B,96,75,2,1,27,0
EMP0038,2026-06-01,SHIFT_B,97,71,1,0,19,0
EMP0038,2026-06-02,SHIFT_B,90,71,1,1,14,0
EMP0038,2026-06-03,SHIFT_B,126,86,2,1,12,0
EMP0038,2026-06-04,SHIFT_B,92,73,1,1,6,0
EMP0038,2026-06-05,SHIFT_B,94,72,1,1,27,0
EMP0038,2026-06-08,SHIFT_B,113,85,2,1,0,0
EMP0038,2026-06-09,SHIFT_B,95,70,1,0,9,0
EMP0038,2026-06-10,SHIFT_B,115,79,2,1,18,0
EMP0038,2026-06-11,SHIFT_B,115,76,2,1,19,0
EMP0038,2026-06-12,SHIFT_B,92,68,1,1,20,0
EMP0038,2026-06-15,SHIFT_B,92,72,2,1,39,0
EMP0038,2026-06-16,SHIFT_B,125,95,3,1,9,0
EMP0038,2026-06-17,SHIFT_B,116,90,2,1,7,0
EMP0038,2026-06-18,SHIFT_B,123,88,2,1,2,0
EMP0038,2026-06-19,SHIFT_B,122,95,2,1,20,0
EMP0038,2026-06-22,SHIFT_B,112,76,2,1,3,0
EMP0038,2026-06-23,SHIFT_B,102,72,1,1,22,0
EMP0038,2026-06-24,SHIFT_B,101,71,1,0,4,0
EMP0038,2026-06-25,SHIFT_B,113,89,2,1,1,0
EMP0038,2026-06-26,SHIFT_B,94,72,2,1,21,0
EMP0038,2026-06-29,SHIFT_B,104,68,1,0,21,0
EMP0038,2026-06-30,SHIFT_B,119,79,2,1,0,0
EMP0038,2026-07-01,SHIFT_B,124,84,3,1,22,0
EMP0038,2026-07-02,SHIFT_B,91,70,1,0,1,0
EMP0038,2026-07-03,SHIFT_B,104,74,1,0,52,0
EMP0038,2026-07-06,SHIFT_B,118,94,2,1,20,0
EMP0038,2026-07-07,SHIFT_B,129,84,2,1,9,0
EMP0038,2026-07-08,SHIFT_B,120,85,3,2,17,0
EMP0038,2026-07-09,SHIFT_B,94,63,1,1,2,0
EMP0038,2026-07-10,SHIFT_B,97,64,1,1,14,0
EMP0038,2026-07-13,SHIFT_B,127,98,2,1,16,0
EMP0038,2026-07-14,SHIFT_B,105,74,2,1,28,0
EMP0038,2026-07-15,SHIFT_B,99,69,1,0,25,0
EMP0038,2026-07-16,SHIFT_B,90,65,2,1,7,0
EMP0038,2026-07-17,SHIFT_B,122,98,2,1,8,0
EMP0038,2026-07-20,SHIFT_B,91,66,1,0,43,0
EMP0038,2026-07-21,SHIFT_B,109,74,1,1,7,0
EMP0038,2026-07-22,SHIFT_B,98,73,2,1,5,0
EMP0038,2026-07-23,SHIFT_B,102,76,2,1,8,0
EMP0038,2026-07-24,SHIFT_B,107,79,2,1,10,0
EMP0038,2026-07-27,SHIFT_B,102,77,2,1,28,0
EMP0038,2026-07-28,SHIFT_B,113,81,2,1,41,0
EMP0038,2026-07-29,SHIFT_B,100,67,1,1,28,0
EMP0038,2026-07-30,SHIFT_B,109,82,2,1,73,0
EMP0038,2026-07-31,SHIFT_B,96,63,1,1,25,0
EMP0038,2026-08-03,SHIFT_B,97,71,1,1,26,0
EMP0038,2026-08-04,SHIFT_B,93,64,2,1,1,0
EMP0038,2026-08-05,SHIFT_B,123,90,2,1,11,0
EMP0038,2026-08-06,SHIFT_B,90,67,1,0,14,0
EMP0038,2026-08-07,SHIFT_B,101,72,1,1,40,0
EMP0038,2026-08-10,SHIFT_B,92,68,1,1,21,0
EMP0038,2026-08-11,SHIFT_B,124,90,2,1,28,0
EMP0038,2026-08-12,SHIFT_B,101,68,2,1,15,0
EMP0038,2026-08-13,SHIFT_B,112,86,2,1,55,0
EMP0038,2026-08-14,SHIFT_B,114,90,3,1,14,0
EMP0038,2026-08-17,SHIFT_B,116,92,2,1,5,0
EMP0038,2026-08-18,SHIFT_B,117,93,2,1,16,0
EMP0038,2026-08-19,SHIFT_B,123,85,2,1,3,0
EMP0038,2026-08-20,SHIFT_B,106,69,1,0,11,0
EMP0038,2026-08-21,SHIFT_B,99,79,2,1,3,0
EMP0038,2026-08-24,SHIFT_B,93,73,1,0,9,0
EMP0038,2026-08-25,SHIFT_B,92,72,1,0,10,0
EMP0038,2026-08-26,SHIFT_B,109,80,2,1,40,0
EMP0038,2026-08-27,SHIFT_B,102,69,1,0,27,0
EMP0038,2026-08-28,SHIFT_B,119,88,2,1,66,0
EMP0038,2026-08-31,SHIFT_B,90,69,1,1,4,0
EMP0038,2026-09-01,SHIFT_B,114,75,2,1,16,0
EMP0038,2026-09-02,SHIFT_B,103,80,2,1,29,0
EMP0038,2026-09-03,SHIFT_B,110,84,2,1,3,0
EMP0038,2026-09-04,SHIFT_B,114,83,2,1,27,0
EMP0038,2026-09-07,SHIFT_B,103,82,2,1,20,0
EMP0038,2026-09-08,SHIFT_B,106,77,2,1,29,0
EMP0038,2026-09-09,SHIFT_B,106,76,2,1,16,0
EMP0038,2026-09-10,SHIFT_B,113,85,2,1,23,1
EMP0038,2026-09-11,SHIFT_B,102,81,2,1,1,0
EMP0039,2025-09-11,SHIFT_A,122,91,4,1,43,0
EMP0039,2025-09-12,SHIFT_A,117,88,3,2,6,0
EMP0039,2025-09-15,SHIFT_A,117,102,3,1,5,0
EMP0039,2025-09-16,SHIFT_A,101,85,3,1,30,0
EMP0039,2025-09-17,SHIFT_A,123,104,3,2,29,0
EMP0039,2025-09-18,SHIFT_A,114,84,3,1,25,0
EMP0039,2025-09-22,SHIFT_A,104,89,3,2,15,0
EMP0039,2025-09-23,SHIFT_A,124,92,3,2,2,0
EMP0039,2025-09-24,SHIFT_A,98,80,3,1,0,0
EMP0039,2025-09-25,SHIFT_A,100,74,2,1,43,0
EMP0039,2025-09-26,SHIFT_A,115,88,3,1,27,1
EMP0039,2025-09-29,SHIFT_A,119,93,3,1,10,0
EMP0039,2025-09-30,SHIFT_A,121,99,3,1,23,0
EMP0039,2025-10-01,SHIFT_A,96,78,2,1,27,0
EMP0039,2025-10-02,SHIFT_A,125,107,3,1,14,0
EMP0039,2025-10-03,SHIFT_A,96,68,2,1,26,0
EMP0039,2025-10-06,SHIFT_A,129,104,3,1,22,0
EMP0039,2025-10-07,SHIFT_A,116,91,3,2,20,0
EMP0039,2025-10-08,SHIFT_A,101,79,3,1,51,0
EMP0039,2025-10-09,SHIFT_A,106,90,4,2,16,0
EMP0039,2025-10-10,SHIFT_A,95,82,2,1,59,0
EMP0039,2025-10-13,SHIFT_A,128,110,3,2,27,0
EMP0039,2025-10-14,SHIFT_A,98,81,3,2,14,0
EMP0039,2025-10-15,SHIFT_A,100,84,3,2,18,0
EMP0039,2025-10-16,SHIFT_A,93,81,2,1,11,0
EMP0039,2025-10-17,SHIFT_A,118,100,3,1,6,0
EMP0039,2025-10-20,SHIFT_A,105,77,2,1,28,0
EMP0039,2025-10-21,SHIFT_A,127,91,3,2,21,0
EMP0039,2025-10-22,SHIFT_A,127,109,3,2,28,0
EMP0039,2025-10-23,SHIFT_A,121,101,3,1,73,0
EMP0039,2025-10-24,SHIFT_A,110,82,2,1,5,0
EMP0039,2025-10-27,SHIFT_A,109,92,3,1,14,0
EMP0039,2025-10-28,SHIFT_A,110,83,3,1,13,0
EMP0039,2025-10-29,SHIFT_A,130,93,4,1,20,0
EMP0039,2025-10-31,SHIFT_A,97,73,3,1,28,0
EMP0039,2025-11-03,SHIFT_A,114,91,4,2,11,0
EMP0039,2025-11-04,SHIFT_A,90,73,2,1,21,0
EMP0039,2025-11-05,SHIFT_A,125,108,4,2,9,0
EMP0039,2025-11-06,SHIFT_A,109,88,3,1,23,0
EMP0039,2025-11-07,SHIFT_A,96,81,3,1,3,0
EMP0039,2025-11-10,SHIFT_A,118,91,3,2,18,0
EMP0039,2025-11-11,SHIFT_A,93,70,3,1,8,0
EMP0039,2025-11-12,SHIFT_A,122,105,4,2,10,0
EMP0039,2025-11-13,SHIFT_A,108,92,3,1,25,0
EMP0039,2025-11-14,SHIFT_A,96,72,2,1,0,0
EMP0039,2025-11-17,SHIFT_A,119,95,4,2,8,0
EMP0039,2025-11-18,SHIFT_A,111,80,2,1,29,0
EMP0039,2025-11-19,SHIFT_A,115,90,4,2,16,0
EMP0039,2025-11-20,SHIFT_A,99,71,3,1,22,0
EMP0039,2025-11-21,SHIFT_A,97,76,2,1,15,0
EMP0039,2025-11-24,SHIFT_A,122,104,4,2,4,0
EMP0039,2025-11-25,SHIFT_A,115,84,3,2,21,0
EMP0039,2025-11-26,SHIFT_A,124,88,3,1,6,0
EMP0039,2025-11-27,SHIFT_A,103,77,2,1,54,0
EMP0039,2025-11-28,SHIFT_A,106,85,3,2,7,0
EMP0039,2025-12-01,SHIFT_A,120,102,3,1,14,0
EMP0039,2025-12-02,SHIFT_A,123,106,4,2,19,0
EMP0039,2025-12-03,SHIFT_A,121,98,4,2,14,0
EMP0039,2025-12-04,SHIFT_A,90,69,2,1,16,0
EMP0039,2025-12-08,SHIFT_A,91,68,2,1,14,0
EMP0039,2025-12-09,SHIFT_A,128,91,3,1,23,0
EMP0039,2025-12-10,SHIFT_A,95,80,3,1,29,0
EMP0039,2025-12-11,SHIFT_A,120,96,3,2,9,0
EMP0039,2025-12-12,SHIFT_A,122,104,3,2,6,0
EMP0039,2025-12-15,SHIFT_A,112,93,3,1,10,0
EMP0039,2025-12-16,SHIFT_A,93,73,3,1,22,0
EMP0039,2025-12-17,SHIFT_A,104,85,3,1,28,0
EMP0039,2025-12-18,SHIFT_A,115,83,3,2,4,0
EMP0039,2025-12-19,SHIFT_A,104,76,3,1,30,0
EMP0039,2025-12-23,SHIFT_A,112,96,3,2,25,0
EMP0039,2025-12-24,SHIFT_A,118,87,3,1,20,0
EMP0039,2025-12-26,SHIFT_A,92,80,2,1,44,0
EMP0039,2025-12-29,SHIFT_A,99,85,3,1,15,0
EMP0039,2025-12-30,SHIFT_A,106,87,3,2,30,0
EMP0039,2026-01-02,SHIFT_A,125,99,4,2,12,0
EMP0039,2026-01-05,SHIFT_A,116,88,3,2,23,0
EMP0039,2026-01-06,SHIFT_A,128,96,3,1,26,0
EMP0039,2026-01-07,SHIFT_A,129,104,4,2,14,0
EMP0039,2026-01-08,SHIFT_A,119,91,4,1,29,0
EMP0039,2026-01-09,SHIFT_A,92,80,3,2,17,0
EMP0039,2026-01-12,SHIFT_A,113,94,3,2,3,0
EMP0039,2026-01-13,SHIFT_A,127,106,4,2,30,0
EMP0039,2026-01-14,SHIFT_A,101,81,3,2,27,0
EMP0039,2026-01-15,SHIFT_A,121,101,3,1,1,0
EMP0039,2026-01-16,SHIFT_A,129,103,3,2,15,0
EMP0039,2026-01-19,SHIFT_A,112,85,3,2,21,0
EMP0039,2026-01-20,SHIFT_A,95,71,2,1,30,0
EMP0039,2026-01-21,SHIFT_A,103,81,2,1,29,0
EMP0039,2026-01-22,SHIFT_A,97,84,3,2,65,0
EMP0039,2026-01-23,SHIFT_A,108,90,3,2,46,0
EMP0039,2026-01-26,SHIFT_A,114,89,3,2,9,0
EMP0039,2026-01-27,SHIFT_A,91,68,2,1,3,0
EMP0039,2026-01-28,SHIFT_A,90,75,2,1,4,0
EMP0039,2026-01-29,SHIFT_A,110,90,3,1,17,0
EMP0039,2026-01-30,SHIFT_A,106,78,2,1,14,0
EMP0039,2026-02-02,SHIFT_A,113,87,3,2,28,0
EMP0039,2026-02-03,SHIFT_A,93,69,3,1,15,0
EMP0039,2026-02-05,SHIFT_A,101,73,2,1,16,0
EMP0039,2026-02-06,SHIFT_A,116,95,4,3,10,0
EMP0039,2026-02-09,SHIFT_A,125,95,3,1,23,0
EMP0039,2026-02-10,SHIFT_A,110,88,4,3,16,0
EMP0039,2026-02-11,SHIFT_A,97,79,2,1,17,0
EMP0039,2026-02-12,SHIFT_A,90,73,3,2,30,0
EMP0039,2026-02-13,SHIFT_A,114,97,3,2,71,0
EMP0039,2026-02-16,SHIFT_A,93,71,2,1,74,0
EMP0039,2026-02-17,SHIFT_A,91,66,2,1,14,0
EMP0039,2026-02-18,SHIFT_A,129,97,3,1,19,0
EMP0039,2026-02-19,SHIFT_A,106,82,3,2,27,0
EMP0039,2026-02-20,SHIFT_A,113,95,3,2,20,0
EMP0039,2026-02-23,SHIFT_A,126,107,4,3,28,0
EMP0039,2026-02-24,SHIFT_A,91,71,3,1,20,0
EMP0039,2026-02-25,SHIFT_A,119,94,4,2,28,0
EMP0039,2026-02-26,SHIFT_A,101,74,2,1,17,0
EMP0039,2026-02-27,SHIFT_A,111,81,3,1,30,0
EMP0039,2026-03-02,SHIFT_A,107,79,3,1,3,0
EMP0039,2026-03-03,SHIFT_A,101,75,2,1,16,0
EMP0039,2026-03-04,SHIFT_A,102,85,3,1,18,0
EMP0039,2026-03-05,SHIFT_A,114,86,3,2,18,0
EMP0039,2026-03-06,SHIFT_A,100,77,2,1,22,0
EMP0039,2026-03-09,SHIFT_A,91,75,3,2,9,0
EMP0039,2026-03-10,SHIFT_A,108,84,3,1,12,0
EMP0039,2026-03-11,SHIFT_A,94,73,2,1,8,0
EMP0039,2026-03-12,SHIFT_A,119,86,3,1,23,0
EMP0039,2026-03-13,SHIFT_A,100,76,2,1,18,0
EMP0039,2026-03-16,SHIFT_A,93,68,3,1,16,0
EMP0039,2026-03-17,SHIFT_A,101,77,3,2,53,0
EMP0039,2026-03-18,SHIFT_A,116,83,3,1,16,0
EMP0039,2026-03-19,SHIFT_A,106,79,3,2,24,0
EMP0039,2026-03-20,SHIFT_A,129,106,3,1,52,0
EMP0039,2026-03-23,SHIFT_A,90,72,3,1,22,0
EMP0039,2026-03-24,SHIFT_A,120,99,3,2,28,0
EMP0039,2026-03-25,SHIFT_A,100,74,2,1,4,0
EMP0039,2026-03-26,SHIFT_A,102,87,3,2,14,0
EMP0039,2026-03-27,SHIFT_A,95,76,2,1,22,0
EMP0039,2026-03-30,SHIFT_A,120,93,3,2,30,0
EMP0039,2026-03-31,SHIFT_A,110,88,4,2,19,0
EMP0039,2026-04-01,SHIFT_A,130,102,3,1,30,0
EMP0039,2026-04-02,SHIFT_A,116,84,3,2,15,0
EMP0039,2026-04-03,SHIFT_A,110,78,2,1,6,0
EMP0039,2026-04-07,SHIFT_A,123,103,3,1,5,0
EMP0039,2026-04-08,SHIFT_A,91,68,2,1,30,0
EMP0039,2026-04-09,SHIFT_A,113,92,4,1,24,0
EMP0039,2026-04-10,SHIFT_A,94,76,2,1,14,0
EMP0039,2026-04-13,SHIFT_A,93,69,3,2,3,0
EMP0039,2026-04-14,SHIFT_A,107,85,3,2,9,0
EMP0039,2026-04-15,SHIFT_A,122,99,3,1,41,0
EMP0039,2026-04-16,SHIFT_A,123,91,3,1,14,0
EMP0039,2026-04-20,SHIFT_A,114,95,3,2,3,0
EMP0039,2026-04-21,SHIFT_A,119,85,3,1,30,0
EMP0039,2026-04-22,SHIFT_A,94,71,2,1,17,0
EMP0039,2026-04-23,SHIFT_A,122,104,3,2,9,0
EMP0039,2026-04-24,SHIFT_A,109,93,3,1,28,0
EMP0039,2026-04-27,SHIFT_A,97,71,2,1,18,0
EMP0039,2026-04-29,SHIFT_A,99,79,3,1,1,0
EMP0039,2026-04-30,SHIFT_A,102,82,3,2,29,0
EMP0039,2026-05-04,SHIFT_A,118,88,3,1,5,0
EMP0039,2026-05-05,SHIFT_A,101,74,2,1,20,0
EMP0039,2026-05-06,SHIFT_A,123,99,3,2,26,0
EMP0039,2026-05-07,SHIFT_A,125,92,4,2,27,0
EMP0039,2026-05-08,SHIFT_A,116,88,4,2,23,0
EMP0039,2026-05-11,SHIFT_A,98,73,2,1,25,0
EMP0039,2026-05-12,SHIFT_A,125,106,3,2,75,0
EMP0039,2026-05-13,SHIFT_A,112,95,3,1,4,0
EMP0039,2026-05-14,SHIFT_A,128,98,3,2,22,0
EMP0039,2026-05-15,SHIFT_A,112,96,3,1,19,0
EMP0039,2026-05-18,SHIFT_A,126,94,4,2,12,0
EMP0039,2026-05-19,SHIFT_A,106,89,3,2,30,0
EMP0039,2026-05-20,SHIFT_A,101,85,3,2,25,0
EMP0039,2026-05-21,SHIFT_A,122,94,3,1,0,0
EMP0039,2026-05-22,SHIFT_A,110,94,4,2,11,0
EMP0039,2026-05-25,SHIFT_A,99,85,3,1,6,0
EMP0039,2026-05-26,SHIFT_A,120,102,4,2,4,0
EMP0039,2026-05-27,SHIFT_A,90,78,2,1,25,0
EMP0039,2026-05-28,SHIFT_A,119,100,3,1,12,0
EMP0039,2026-05-29,SHIFT_A,92,68,2,1,12,0
EMP0039,2026-06-01,SHIFT_A,99,78,2,1,5,0
EMP0039,2026-06-02,SHIFT_A,97,70,2,1,5,0
EMP0039,2026-06-03,SHIFT_A,114,97,3,1,21,0
EMP0039,2026-06-04,SHIFT_A,107,88,3,1,30,0
EMP0039,2026-06-05,SHIFT_A,99,85,3,1,38,0
EMP0039,2026-06-08,SHIFT_A,108,88,3,1,7,0
EMP0039,2026-06-09,SHIFT_A,123,97,3,2,10,1
EMP0039,2026-06-10,SHIFT_A,91,77,3,2,11,0
EMP0039,2026-06-11,SHIFT_A,98,81,3,2,1,0
EMP0039,2026-06-12,SHIFT_A,112,86,3,2,17,0
EMP0039,2026-06-15,SHIFT_A,121,99,4,2,21,0
EMP0039,2026-06-16,SHIFT_A,94,74,2,1,9,0
EMP0039,2026-06-17,SHIFT_A,101,78,3,1,9,0
EMP0039,2026-06-18,SHIFT_A,101,83,2,1,23,0
EMP0039,2026-06-19,SHIFT_A,125,96,4,2,18,0
EMP0039,2026-06-22,SHIFT_A,119,90,3,1,39,0
EMP0039,2026-06-23,SHIFT_A,127,97,3,1,27,0
EMP0039,2026-06-24,SHIFT_A,99,84,3,2,5,0
EMP0039,2026-06-25,SHIFT_A,128,105,4,2,23,0
EMP0039,2026-06-26,SHIFT_A,103,81,3,1,14,0
EMP0039,2026-06-30,SHIFT_A,109,87,3,2,11,0
EMP0039,2026-07-01,SHIFT_A,107,78,2,1,22,0
EMP0039,2026-07-02,SHIFT_A,101,83,3,2,46,0
EMP0039,2026-07-03,SHIFT_A,118,87,3,1,29,0
EMP0039,2026-07-06,SHIFT_A,102,80,2,1,16,0
EMP0039,2026-07-07,SHIFT_A,115,88,3,1,26,0
EMP0039,2026-07-08,SHIFT_A,103,74,2,1,74,0
EMP0039,2026-07-09,SHIFT_A,101,77,2,1,15,0
EMP0039,2026-07-10,SHIFT_A,97,72,2,1,27,0
EMP0039,2026-07-13,SHIFT_A,119,87,3,2,26,0
EMP0039,2026-07-14,SHIFT_A,112,89,3,1,7,0
EMP0039,2026-07-15,SHIFT_A,124,99,3,1,22,0
EMP0039,2026-07-16,SHIFT_A,124,104,4,2,21,0
EMP0039,2026-07-17,SHIFT_A,93,71,2,1,19,0
EMP0039,2026-07-20,SHIFT_A,110,87,3,2,3,0
EMP0039,2026-07-21,SHIFT_A,122,100,3,2,33,0
EMP0039,2026-07-22,SHIFT_A,111,96,3,1,12,0
EMP0039,2026-07-23,SHIFT_A,124,101,3,2,30,1
EMP0039,2026-07-24,SHIFT_A,129,101,3,2,5,0
EMP0039,2026-07-27,SHIFT_A,91,70,2,1,10,0
EMP0039,2026-07-28,SHIFT_A,93,74,2,1,40,0
EMP0039,2026-07-29,SHIFT_A,92,72,3,1,26,0
EMP0039,2026-07-30,SHIFT_A,130,99,3,2,4,0
EMP0039,2026-07-31,SHIFT_A,127,106,4,2,0,0
EMP0039,2026-08-03,SHIFT_A,126,104,3,1,21,0
EMP0039,2026-08-04,SHIFT_A,93,77,3,2,8,0
EMP0039,2026-08-05,SHIFT_A,123,88,3,1,30,0
EMP0039,2026-08-06,SHIFT_A,92,66,2,1,20,0
EMP0039,2026-08-07,SHIFT_A,91,68,3,1,30,0
EMP0039,2026-08-10,SHIFT_A,114,95,3,2,13,0
EMP0039,2026-08-11,SHIFT_A,99,79,3,2,16,0
EMP0039,2026-08-12,SHIFT_A,101,83,3,2,6,0
EMP0039,2026-08-13,SHIFT_A,96,71,3,2,2,0
EMP0039,2026-08-14,SHIFT_A,122,91,4,3,2,0
EMP0039,2026-08-17,SHIFT_A,124,106,3,1,2,0
EMP0039,2026-08-18,SHIFT_A,98,75,2,1,38,0
EMP0039,2026-08-19,SHIFT_A,90,68,2,1,17,0
EMP0039,2026-08-20,SHIFT_A,125,96,4,1,27,0
EMP0039,2026-08-21,SHIFT_A,109,84,3,2,70,0
EMP0039,2026-08-24,SHIFT_A,129,99,4,2,30,0
EMP0039,2026-08-25,SHIFT_A,119,97,3,2,4,0
EMP0039,2026-08-26,SHIFT_A,105,85,3,1,44,0
EMP0039,2026-08-27,SHIFT_A,112,95,3,2,26,0
EMP0039,2026-08-28,SHIFT_A,99,81,2,1,19,0
EMP0039,2026-08-31,SHIFT_A,125,103,3,1,7,0
EMP0039,2026-09-01,SHIFT_A,111,89,3,1,3,0
EMP0039,2026-09-02,SHIFT_A,118,102,3,1,32,0
EMP0039,2026-09-03,SHIFT_A,100,77,2,1,24,0
EMP0039,2026-09-04,SHIFT_A,113,97,3,2,74,0
EMP0039,2026-09-07,SHIFT_A,118,94,4,2,24,0
EMP0039,2026-09-08,SHIFT_A,90,70,2,1,2,0
EMP0039,2026-09-09,SHIFT_A,121,98,3,2,7,0
EMP0039,2026-09-10,SHIFT_A,122,99,3,2,27,0
EMP0039,2026-09-11,SHIFT_A,94,79,2,1,4,0
EMP0040,2025-09-11,SHIFT_B,113,82,2,1,26,0
EMP0040,2025-09-12,SHIFT_B,109,79,2,1,40,0
EMP0040,2025-09-15,SHIFT_B,119,97,2,1,22,0
EMP0040,2025-09-16,SHIFT_B,111,87,2,1,16,0
EMP0040,2025-09-17,SHIFT_B,106,86,2,1,68,0
EMP0040,2025-09-18,SHIFT_B,110,80,2,1,8,0
EMP0040,2025-09-22,SHIFT_B,97,68,2,1,25,0
EMP0040,2025-09-23,SHIFT_B,103,77,2,1,14,0
EMP0040,2025-09-24,SHIFT_B,106,79,2,1,21,0
EMP0040,2025-09-25,SHIFT_B,113,85,3,1,28,0
EMP0040,2025-09-26,SHIFT_B,110,92,2,1,60,0
EMP0040,2025-09-29,SHIFT_B,110,79,2,1,28,0
EMP0040,2025-09-30,SHIFT_B,108,85,3,2,25,0
EMP0040,2025-10-01,SHIFT_B,102,86,2,1,7,0
EMP0040,2025-10-02,SHIFT_B,110,90,2,1,64,0
EMP0040,2025-10-03,SHIFT_B,122,97,2,1,11,0
EMP0040,2025-10-06,SHIFT_B,130,102,2,1,24,0
EMP0040,2025-10-07,SHIFT_B,124,92,3,2,27,0
EMP0040,2025-10-08,SHIFT_B,100,81,2,1,8,0
EMP0040,2025-10-09,SHIFT_B,94,69,2,1,44,0
EMP0040,2025-10-10,SHIFT_B,90,72,1,0,43,0
EMP0040,2025-10-13,SHIFT_B,124,89,3,2,4,0
EMP0040,2025-10-14,SHIFT_B,117,95,2,1,0,0
EMP0040,2025-10-15,SHIFT_B,91,72,1,0,25,0
EMP0040,2025-10-16,SHIFT_B,116,96,2,1,19,0
EMP0040,2025-10-17,SHIFT_B,102,77,2,1,9,0
EMP0040,2025-10-20,SHIFT_B,91,67,1,1,27,0
EMP0040,2025-10-21,SHIFT_B,90,68,1,1,1,0
EMP0040,2025-10-22,SHIFT_B,117,97,3,1,16,1
EMP0040,2025-10-23,SHIFT_B,100,70,1,1,11,0
EMP0040,2025-10-24,SHIFT_B,121,85,2,1,6,0
EMP0040,2025-10-27,SHIFT_B,103,86,2,1,17,0
EMP0040,2025-10-28,SHIFT_B,119,91,2,1,9,0
EMP0040,2025-10-29,SHIFT_B,122,97,3,1,65,0
EMP0040,2025-10-30,SHIFT_B,107,88,3,1,13,0
EMP0040,2025-10-31,SHIFT_B,114,86,2,1,12,0
EMP0040,2025-11-03,SHIFT_B,127,105,2,1,9,0
EMP0040,2025-11-04,SHIFT_B,97,69,1,1,54,0
EMP0040,2025-11-05,SHIFT_B,111,78,2,1,74,0
EMP0040,2025-11-06,SHIFT_B,120,84,3,1,12,0
EMP0040,2025-11-07,SHIFT_B,105,83,2,1,30,0
EMP0040,2025-11-10,SHIFT_B,117,87,2,1,17,0
EMP0040,2025-11-11,SHIFT_B,124,101,2,1,29,0
EMP0040,2025-11-12,SHIFT_B,122,101,3,2,7,0
EMP0040,2025-11-13,SHIFT_B,102,84,3,1,22,0
EMP0040,2025-11-14,SHIFT_B,97,72,1,1,57,0
EMP0040,2025-11-17,SHIFT_B,109,87,2,1,22,0
EMP0040,2025-11-18,SHIFT_B,113,81,2,1,16,0
EMP0040,2025-11-19,SHIFT_B,122,97,2,1,19,0
EMP0040,2025-11-20,SHIFT_B,101,70,1,1,20,0
EMP0040,2025-11-21,SHIFT_B,110,83,2,1,24,0
EMP0040,2025-11-24,SHIFT_B,120,97,3,1,29,0
EMP0040,2025-11-25,SHIFT_B,103,78,2,1,16,0
